click_id,campaign_id,utm_source,utm_medium,utm_campaign,event_timestamp
6d64554d-d24f-4955-a547-729d2b029a14,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-06-27T21:50:52.564879
35871721-64c0-4dff-bb90-3ccb9ea2c0c1,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-07-29T13:18:15.190215
fd89de8b-37ad-4b28-8c9a-9053c41ef691,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-07-05T10:32:38.604216
d3b52e69-5937-423b-8552-4a58952cd846,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-10-28T15:10:58.771136
859486bd-e105-4b73-bbd9-435d94a16afc,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-05-06T05:32:09.462111
5b2d48ef-d2f0-43d1-9b31-ed637cb5e78d,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-11-27T07:10:59.163753
c35f3917-871e-46f1-b0ce-e8e423f91c81,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-12-12T06:22:15.686279
56581b17-8d0b-4104-aa54-e54b1a53a399,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-09-02T00:27:03.956900
3489144a-07d1-45e6-8627-b9fbc770c8ef,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-07-29T14:26:26.374463
fb622bfd-d6d5-4e4d-8177-723b8a717e15,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-06-08T14:30:09.667150
00745487-dc7e-458f-84fb-dcd0a9536c9f,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-06-08T07:57:00.422469
4f81e686-2892-4f31-80e7-d06c6b0a0314,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-09-14T17:38:50.355834
8c81addc-7fb1-4e15-9438-4650d78277fa,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-11-17T12:12:18.470042
1319c93c-dcf4-43eb-95e6-c476679d9744,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-06-13T23:56:12.034739
f03720ff-0887-4ac7-b8ad-281581f1162d,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-02-22T08:26:26.577322
6d8615e1-4d94-4746-9867-70b3a094516d,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-08-17T05:36:14.869511
01603ba3-f0ca-42a4-ad20-eae219c13baf,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-09-16T06:52:28.197475
8a7459a7-7751-4b10-888b-accfbaa038ed,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-04-19T19:09:42.994311
afce6cef-e93f-4f10-a385-7b2266558a1b,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-10-22T11:43:11.262195
9903f875-05da-4073-9919-c82f2fa34cb4,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-01-02T20:37:58.479126
ccc341f0-fb49-44ce-96c0-45b658fa19b5,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-11-04T22:12:30.748792
6c8595a5-1dbd-4b4b-b83c-a0e1b159e73a,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-12-18T17:52:09.362880
a3035827-1c4d-49e6-9dcd-471d4e8068db,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-04-11T00:49:25.979400
c6c1e26c-e14c-4f4b-b0c1-76b06d8eb2e3,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-02-03T08:15:14.084986
29b164f2-4311-4a1e-8af6-5c21ee5c7712,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-10-17T23:50:37.798876
ec88ebb0-3d37-4d0c-9ec9-13177e35b9d2,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-05-14T20:59:51.568516
607e932e-aff1-4dc0-89ce-bee4085b8ea4,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-09-28T08:17:58.918662
d7f6c7cc-b38b-4f0e-b4ca-cb19195712e9,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-01-28T21:26:09.979672
43c60e83-6126-4859-92bb-f83dd78f5bac,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-06-19T21:43:25.788445
c6bd4ba3-cfa6-404d-b6cb-b64ed8115589,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-01-15T19:07:20.708705
3f2004ea-98ca-437b-8307-050d872e2f74,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-01-29T18:23:13.116061
79765df2-fb92-4807-93f8-0f4bf47edd29,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-03-29T08:25:37.286884
8185cade-877b-43f3-9afe-dbe8fa394e0a,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-07-30T12:25:29.871419
65d4efab-4273-4c25-9e24-a465dd0aaf60,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-11-14T04:25:27.142211
27c59927-c621-439b-8f69-ead8316675f5,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-05-08T20:31:08.249137
09eaca37-362b-4a2c-b5a1-528b443ea3fc,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-09-19T06:13:33.915118
37f3da9f-68bb-40cc-aacc-a25d649a8017,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-12-17T01:34:19.811143
22760ee0-54f0-4c59-93e2-2e9cc92dda09,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-10-25T10:11:47.919353
2132245e-cb7a-4f6d-994c-ab93102bcb14,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-10-19T04:46:42.726285
0193b940-b0fa-4e0d-85db-e433d09501da,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-09-08T05:35:25.004485
55ec0d2e-a159-46c7-bd4c-5380229f0d71,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-08-26T11:03:54.735052
8734469e-8c84-45e3-a97b-ceedc02fc4bd,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-01-31T02:38:13.154757
7712f71d-30af-4ece-8ef5-c02142b7a12b,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-03-14T10:59:28.402107
64a4b4f9-f481-4a09-904f-ca459de99016,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-02-10T02:04:10.986860
26953bc8-73a3-4296-b5ae-9d247d6b47e3,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-06-21T09:18:42.269154
718f0e80-a4d6-4850-a159-9bf8ea7c2600,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-02-08T15:30:51.711552
6d960f16-de2b-464b-80db-143f0f763a55,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-02-03T15:55:33.052926
7c07a24e-e28a-4ac6-962c-8605b35fedca,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-10-07T19:46:22.485632
3d8272a6-a7f2-4ccd-8c78-7977415d9c9e,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-08-20T04:52:23.795495
ab8205ff-9831-4e30-8846-8d9346d18fcb,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-04-16T19:48:31.443027
23b16a69-63fe-49d7-92f2-da1a6873f9c8,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-05-09T17:46:14.663035
18d2d47f-a633-4884-8e2b-3edf923eaf7c,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-03-24T14:07:33.847014
ae6f06f6-3680-41c7-bd27-9e2156afc488,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-06-01T02:50:18.286872
ebdd0847-6898-4765-9d85-5b4ab88ac5d5,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-05-11T08:37:11.473675
5471581b-33e0-4718-b36b-04f0ec957d78,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-05-09T12:49:58.072093
67ea886d-d540-4d90-a16e-67d577a16e1f,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-06-08T10:28:56.237826
c4aac0ed-89dd-4408-981c-6ccf606265d3,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-01-24T07:38:52.101969
747bc314-04d5-4ad1-9034-3774099a7749,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-08-19T03:29:52.002098
e1923d1d-90e8-4006-a937-92136d375173,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-11-02T19:31:05.199699
744a17dd-73e1-435d-adb7-977546bf24c3,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-11-17T23:09:52.188962
4e5a12f9-af46-4cb2-9868-9f22f8a8df29,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-02-12T12:52:41.504205
eec32631-bfad-4e4e-98cc-e67034c86036,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-04-13T02:42:58.230906
9555a2b8-15b0-4069-b22d-220f6c4653b1,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-09-15T14:22:49.861698
34a2b2df-aa5d-40a8-95eb-dc181e68aac1,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-08-03T14:45:28.210677
f8ed6ff8-fa42-4c9a-bebd-fa4c252ea81b,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-07-29T10:32:10.180527
449873a2-2903-4161-b3b1-c2e982bfe14a,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-04-23T09:47:39.249882
758258ff-30a1-4555-9674-775d6507b1d2,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-05-19T11:13:35.880275
46dc309f-8580-438e-938b-5ca0ac66d15f,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-08-27T19:44:34.940100
1432f3f9-4202-412b-93e5-a45c39e6afa1,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-11-03T14:25:06.706938
e705f8f1-fc73-4d9e-a231-327b986f1305,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-07-12T19:26:05.670549
ce31db13-709e-4cdc-9a01-a134cfe4ae09,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-10-30T17:39:41.765959
bac1c285-9ab4-4e7d-acd0-3d2d46a7e023,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-01-27T12:42:04.986869
9156bf38-9956-4087-8db0-1bb30a167846,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-05-02T16:38:02.508395
0b1a7219-65ed-43c9-8c4e-0e7992c520bd,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-10-14T18:45:21.100047
643e5ae9-6349-4116-8ae6-e72a24ff75ba,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-04-17T20:19:48.747589
ba58e9a1-b24c-4811-9c29-272d038d692e,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-06-27T19:38:08.741658
c11aaf72-f7e8-42d7-aba2-fd5ab5ff3978,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-12-05T20:41:59.917306
c85515c8-306a-4371-810a-74d289fb68be,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-06-08T14:45:08.952601
81240b53-69b9-4eb5-a957-1c560f6d4c7f,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-02-13T11:07:01.525891
5659817c-1837-4306-94c5-3ad7e64165ad,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-06-02T18:04:32.873079
7588e25e-809b-4782-9fad-0a1fa6333ad7,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-03-27T03:30:02.743767
c9d4f0bd-2782-4d8e-95c8-baa383d85618,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-07-01T23:39:35.903480
01a3dd9e-027a-441a-b7cb-df3cab417dc0,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-11-18T20:33:43.456135
0910969d-5f91-4faa-b82e-f4a605383739,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-08-22T08:44:45.276202
5cbdf263-863f-429f-96bb-2eb441c3f768,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-06-03T11:20:14.152635
3b0fff33-14a4-4e37-b0e9-02c707f81031,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-06-20T07:14:00.582615
694e329c-f7d5-4a37-acc9-f9f1435e3c99,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-12-10T15:14:10.337213
e8457794-e890-4193-9aa6-7686fdf4adcd,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-05-02T20:39:49.291701
24ed0f21-e714-4e2a-99c5-f03c56a36ea2,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-02-03T09:42:34.033111
f11a97dd-cbb3-40d3-a956-8b2161608734,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-11-10T14:39:38.821167
14b01c38-4ed8-4c61-9b8f-61cc2f59774c,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-04-04T23:57:03.849483
14296f0d-2315-40b7-9f30-11aca8f06ad7,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-06-17T11:28:02.305696
37ea0f6c-0752-46ae-abe5-45d1dd241085,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-06-16T14:19:58.842736
ba6bc14a-a242-4c5b-b1c6-ed7680000879,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-04-12T23:40:41.482076
57c90909-196a-4bf7-9aab-915159f041b6,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-08-25T07:55:04.999872
a1224654-e8da-4f28-8538-71c2d389356c,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-08-05T11:27:48.944329
546afc2d-1ce5-4bfe-9438-2bb2144c2c47,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-07-26T03:21:22.981856
00c73c17-d957-4cfe-b9ec-30ce21f70178,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-10-26T17:32:31.530756
f1887392-43c7-4c1c-856e-80b2c5f8ed15,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-07-22T11:39:11.074187
e9bed33c-4146-4b5a-aefa-74cfaae2a29a,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-08-02T03:03:25.949683
8fdd3c3b-5c5f-4474-a53e-17a859ee113a,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-12-03T13:02:20.293217
1206fc9e-151f-41cd-ab81-1f8d89ef7f50,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-05-14T07:07:51.759823
934ddfd6-4177-4e05-879e-1ac78400e5ba,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-10-12T19:08:40.740446
93e01857-28c8-41d6-93de-e6086743a8e9,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-06-05T07:17:10.679190
73497970-bf4c-43ec-873b-07095cfc7a13,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-11-09T05:30:18.429181
b94fc8da-8bb1-434c-b42a-32bfa6c2b98a,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-05-06T01:01:23.117405
aff46869-4b81-4bce-be05-0331c4d5a0d3,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-08-21T23:02:39.567553
bad63c3a-fc4a-46f6-8c11-7c24ee449f7a,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-05-27T22:13:02.219254
9f1bf7f9-d145-4f2d-85fe-9904edec9539,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-11-01T10:29:38.703741
5e5045d5-15f7-4dbc-a1e2-70f27e127a49,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-04-01T22:13:38.012739
d6abe6de-001d-453c-a13b-dc7afe7177d1,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-06-19T10:05:32.983543
44f084c2-91b8-461d-bf1d-24772b4b866c,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-03-04T19:21:26.510823
7056f2d9-89f0-46e5-b1c5-6c1f380980d4,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-02-23T22:15:05.089262
ece3dafc-51b6-470c-bf86-99168d94d61d,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-06-30T14:59:58.936561
faa8de28-917d-410d-831d-e96b0bd8e367,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-08-19T10:12:58.070289
76fc47fb-c061-4739-9192-cb7d4444fc98,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-12-15T21:21:42.339069
984fcb27-cbd4-4353-8061-9458276dc950,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-08-19T17:24:16.550834
6fce2651-3497-4a2f-a1fc-ac35772a9e45,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-05-22T19:31:40.939638
53be2a1d-d760-4878-8b41-73cf0d1af5b3,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-08-08T07:10:57.031034
fd03c697-af72-44e3-bd88-5ed6077df497,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-04-22T04:56:29.421935
3cbdbad8-c16e-4d65-b1ea-e870236644c6,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-07-05T20:58:16.992159
9e96f409-e107-407b-95c5-5e06063e5554,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-04-16T15:49:42.605332
7febaeb4-9955-43ac-8d0d-a138fd2a052b,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-04-26T03:20:22.072086
72314d72-817e-4fc0-b25a-c8487ce5be4a,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-04-30T21:16:36.798728
5c6b2087-c783-40ce-a5f6-23decb9f8717,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-06-17T11:06:58.112777
830b2729-63ea-430f-8629-7e10438d2ac8,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-03-23T11:33:24.712964
7ae13769-3dbc-4e22-95e5-324a912c1821,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-04-01T02:49:40.016820
e1a1b58d-18ab-4c96-9c38-b571b0f1b82b,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-06-10T22:21:54.039606
e9ec5ead-1dcc-450f-b355-54a768cdada6,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-12-30T10:58:36.780667
b84f123f-81ac-4c8e-ad79-f49fdb003675,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-02-06T00:58:57.847451
b6acf65d-be15-4e8c-99f2-2b34363d76b3,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-07-29T16:54:58.524930
38e517fe-a7ff-4cb2-a6a9-b5ad0448f8a8,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-12-22T04:58:12.534937
9e212d30-85b0-44ed-a9c2-96dead971992,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-05-14T00:47:01.960142
9d32a893-752a-4cd2-ae54-255fb79788c3,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-01-06T15:34:03.122179
06a4c473-f650-49aa-913e-8647ed544fce,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-05-09T06:41:02.978899
eeef7bac-459e-4b30-851b-0359cb6bf0e5,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-05-14T09:09:24.450842
1baaad86-0cfd-4578-8e9a-4c951f1a0fb5,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-12-11T15:28:52.273206
a50ba519-4a66-4772-b531-3e4680cb94bf,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-05-23T14:42:26.794072
874e9dbc-07b4-451f-a581-fd9696d89b20,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-05-14T10:01:49.251503
7c16250b-af06-41de-8ac1-95f1720c6304,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-01-21T19:19:14.701706
00570153-9a9e-45f5-95d4-ed07b465cbb5,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-02-28T12:34:58.976872
e0af3848-7f6b-4330-ab84-7bb54ae18629,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-03-14T10:07:40.862368
ef999a0f-4207-4f36-bb21-40405d6821e8,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-03-01T07:49:08.430342
bb3a615c-967a-4938-a5d8-036b82eafe21,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-12-01T21:00:58.046631
a75719d7-35cf-4799-9a33-aefc83ddefd1,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-07-20T10:19:04.751655
1bde93ee-fb90-4dc9-96af-03d1ec18991f,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2025-06-27T02:44:54.110631
1f3d8697-bfc4-4b63-98d5-06f3c8259f82,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-06-11T00:08:05.113665
68da424e-a064-463f-be8a-8dccef87f2a7,0b4056db-11d5-4149-8328-dfd24fb8e342,google,cpc,promo_verao,2026-08-18T10:25:50.530572
